-1.668531667530542162e+00,-1.299013459308898444e+00,2.746472036124445459e-01,-6.036204360190906559e-01,7.088595753671402822e-01,4.228185746766614517e-01,-3.116856591599125981e+00,6.444520334110422910e-01,-1.913742670861507067e+00,6.635615765913814856e-01,-1.540723984248353051e-01,1.193611680749198101e+00,-9.816121120593053473e-02,-8.866142600561124354e-01,-1.473536645828436575e-01,1.059806294933774540e+00,2.624661786158738463e-02,-1.143351598723767876e-01,7.435535155083369263e-01,2.103593666298129161e-01,-5.927405833231805775e-03,1.366060068403331496e+00,1.555114032059067730e+00,6.133262263287011518e-01,-2.859591514851729244e-01,1.496910993520827127e+00,1.183119557331707039e+00,7.188971655282916373e-01,-1.216076580745860891e+00,1.406719033079609216e-01,-7.436721747008731009e-01,-1.590122515543593296e-01,2.400569292967187074e-01
-2.972882695857101965e+00,-1.088782942735788239e+00,1.001594080906234863e-01,-4.751751058292484897e-01,1.272953748919910755e+00,-1.696131266831543138e+00,7.301835311296144271e-01,-1.857483271594537966e+00,3.825981367234628783e-01,-8.869043262838756103e-01,8.783037577325304435e-01,8.645252400759345646e-02,2.477063784668243063e-01,-1.018279325566851412e+00,-6.545701349975838745e-01,2.072173934109533544e-01,5.835699269093039820e-01,2.929096241763861297e+00,2.228583231034867163e-01,9.760375253689257402e-01,-1.556933932509260599e+00,-1.329891861334062897e+00,-3.554947746084520244e-01,-1.197427695638566325e+00,1.486399253466384573e+00,-4.102186927803287420e-01,1.382181888393138491e+00,1.486782474085630801e+00,4.277971988356689403e-02,5.017997538076389707e-01,-5.609947334090290005e-02,5.384370003545386751e-01,4.833418517805717629e-01
-5.961412546386499756e-01,-1.370070006292756659e+00,-1.236496258920307123e-01,5.049699814628403338e-01,1.723696275667261801e+00,7.130162297109376990e-01,3.257996136406255405e-01,1.247695210432124141e-01,-1.012673123768591088e+00,-1.027296877075462467e+00,3.233565314802586133e-01,-1.369391124047157238e+00,-7.663275989635831564e-01,1.281511340364133167e+00,1.914229697062814095e+00,-1.665956076797718399e+00,1.626649562301581975e+00,-2.114382908455566257e-01,-1.500508703136480514e-02,-1.134116306427339627e-01,1.080544127025487189e+00,-1.607676579043177068e+00,4.561636113551333915e-01,-9.448701973880109239e-01,5.707885293815737615e-01,1.542796338293051850e+00,-4.173264126201667486e-04,3.741550859708025478e-01,4.095517782376913440e-01,-7.995934996704900932e-01,1.511639349884318362e+00,1.706468247260988891e+00,7.017833721170290140e-01
-1.068946742590202170e+00,-1.175057382331751388e+00,7.328543200764546517e-02,-4.618938153542846425e-01,-6.264902231490875328e-01,1.710836582546655604e+00,1.414415042729023630e+00,-6.366148878954942802e-02,-1.579930529671123685e+00,-2.832011869908987123e+00,-1.083426660264279695e+00,-1.306203959951194038e-01,1.400689034443001413e+00,-6.516562090577807664e-01,5.048154563405017337e-01,1.303180961648432445e+00,1.285363168560481606e-01,-1.424478687888413309e-01,-1.308763514238608039e+00,-1.202475308204432825e+00,4.160996344158233162e-01,-2.009075332009267190e-01,1.225313176533015386e-01,-4.727771569624714121e-02,6.641440493586504568e-01,-7.846874114294452029e-01,-3.355806435831669154e-01,1.896182228633144007e+00,-7.997861383857707285e-01,-2.815754308001021111e-01,-5.893867019785693495e-01,4.447813624072501915e-01,1.022392322442069457e+00
-1.305268875057668865e+00,-9.659256570062029201e-01,-4.982116185861096280e-01,-4.314143411046852394e-01,-2.789816053030302889e-01,5.298337834749576869e-01,-7.393953025101953624e-01,-3.759599659712591357e-01,-2.372193871513015306e+00,-1.381745009494985243e+00,-1.124437560192882157e-01,8.978641732031213962e-01,2.950757833018624043e-01,-1.098768456667299498e+00,-1.400256208127941937e+00,1.746800928981687429e-01,-1.652803642252843597e+00,1.065926818716888880e+00,6.389619165017826341e-02,-1.607320159234058021e+00,-9.659538588418696836e-01,-7.243113192311227966e-01,-7.731925102234387115e-01,-1.489933008221492328e+00,-8.746625219888451985e-01,-6.844015561404261927e-01,-7.112857556104382750e-01,1.127956624933380558e+00,1.048278028272145723e-01,-9.932572174375523533e-01,-3.346216059541220478e-01,-8.795570973113842062e-01,-3.000066590117569931e-01
-2.182618316554437943e+00,-9.701138685690509078e-01,8.755091531413832229e-01,2.522707806121253782e-01,2.285601181528066572e+00,3.759274257674801722e-01,-9.135945099771070055e-01,8.097407308144474181e-01,1.079931217142535704e+00,1.094166991443943804e+00,-1.094240953035091390e+00,-1.476374145148375006e-01,1.131811956828452592e+00,-1.684728958873941140e+00,-4.994167610220383025e-01,-1.426937685426991509e+00,-9.325702298970132142e-01,-1.012457152743806210e+00,1.250569832543434901e+00,-2.345380349087503868e-01,-8.633555813417825853e-01,-1.035605731384494632e+00,1.416671648715303045e-01,-1.113562734066710774e-02,1.344074374673426941e+00,5.000166958573025733e-01,-1.431797778065037496e+00,-6.289807075912683398e-01,1.070072512070977089e+00,-6.210826977013773620e-01,1.734572174923709076e+00,-1.098289431324746657e+00,5.726133530407901961e-01
-1.247978922781608269e+00,-1.130945246315945285e+00,-8.612155533986415312e-01,-5.095951329463573876e-01,1.098581648231146568e+00,-1.270671628385169338e-01,8.134522451141070754e-01,4.732905949147994673e-01,7.538656835623007701e-01,-8.881882110855132684e-01,-2.215743982040006832e-01,4.242526181008702268e-01,-8.490728726936603854e-01,1.629500043232328554e+00,-7.772280421551344132e-01,-3.000035769377952244e-01,-1.006559064794237512e+00,-2.143308065238688442e+00,1.796918522574928012e+00,-2.043389369030472469e-01,-4.479148384155402507e-01,-1.987150616707986650e-01,1.419863972196435675e+00,-9.651066080644172818e-01,6.795678657650824350e-01,-4.237882485494763318e-01,-5.966708555383097856e-01,5.670582125201824031e-01,9.882405737426969150e-01,-5.139029502799155047e-01,-7.688491596748099344e-01,-1.169095747322027146e+00,1.103503766728375579e+00
-1.353087923982488672e+00,-1.066336808852162310e+00,-5.752559948061179984e-01,-1.849130727275451136e+00,1.409952138396146193e+00,-1.369859501952942260e+00,7.794605312590614510e-01,1.834286466675247307e-01,2.879154322152783774e-01,-5.843752753113219400e-01,3.655914602246360667e-01,-1.667779892884237336e+00,5.880377487398128489e-01,1.557010041532160161e+00,8.840271974263261834e-01,-2.019540085386721362e+00,-9.842090022728482435e-01,-1.877949219748069054e-01,4.869373049399326470e-01,-1.066526736602251002e-01,-4.932143871104978095e-01,5.953003076922928072e-01,1.164151766224966300e+00,-2.322940071865973455e-01,7.289298673852393495e-01,-2.579050745189474636e+00,-9.375093861087292479e-01,-3.212589370580095083e-01,-4.885662207546257463e-01,3.327982174044547548e-01,1.013750547498260657e+00,5.066690260283884806e-01,-6.222254717550558256e-01
-1.134498707916364424e+00,-1.274034484731861205e+00,-1.522768090504186045e+00,5.569641205788870009e-01,-1.838176739670012161e+00,6.530372834064285259e-01,-1.884490821300682517e-01,-1.175834987938228826e+00,2.872573124667927580e-01,-2.876102659000990668e-03,-3.659729291624690128e-02,-8.422329652739403427e-02,4.195241084261415176e-01,9.244340219585094331e-01,4.966151984838515498e-01,1.012133189822309598e+00,-4.413971884780624327e-02,1.618459324231974472e+00,5.711098221298226418e-01,-5.436940296827768027e-01,-1.093895056734405014e+00,2.057968037340799639e-01,-1.306521522922600820e+00,-9.733759675567484893e-01,2.390870803735992423e-01,-6.078874462819541247e-01,-9.333162402269222779e-01,-3.447504608839825624e-02,7.267789910378988361e-02,-2.058340252187376151e-01,-3.775469190592885549e-01,8.546427287124486183e-01,3.424273512868276081e-01
-3.845744533879580374e-01,-1.088403458050164696e+00,-2.234261121946960194e-01,2.464321933515365437e+00,1.938317369284130731e-01,1.132005133677329800e+00,-5.609810031317564727e-01,-1.362940947208009623e+00,-7.917565156434643869e-01,-2.680097833981119337e-01,-4.966082097295170250e-01,1.336386182322793603e+00,-1.200411220961080244e-01,4.614688774411399019e-01,-4.648115603289031811e-02,-4.335543327331675689e-01,3.799601345351499848e-02,1.714051469770731861e+00,-7.679485917368150671e-01,7.669904505595511734e-01,-1.026007251625781880e+00,-4.596264422694389395e-01,3.583205954583646834e-03,3.263750897269906970e-01,1.483128627973814062e+00,-5.008264146453541427e-02,-8.436156065359264877e-01,6.500419730507697169e-01,-3.641698089157559548e-01,2.386815709318353684e-01,-1.162224395377518538e-01,-1.943456851286822662e+00,5.082991855939731352e-01
-1.010650598790644228e+00,-5.201707100229416847e-01,5.833680068212987457e-01,9.266047683086053866e-01,1.800462762460227628e+00,-1.195103773463475738e+00,5.165074442817594313e-01,4.092949966409553664e-01,-4.190819928078221013e-01,3.971062364497787711e-01,4.996469551119659958e-01,-1.218683829977196931e+00,2.462227612764321949e-01,-9.179843060046155578e-01,-6.518564999305904717e-01,-1.774744815188650016e+00,-4.733609255024787688e-01,-2.035706714734769607e-01,5.498568672963908277e-01,8.999266711071546602e-04,-1.542288150799678625e+00,8.621480568842673220e-01,-1.185866235500923072e-01,4.883705904296574141e-01,9.659361184597011762e-01,1.422604748969034771e+00,1.961226989365015383e+00,-7.223875867166795750e-02,3.111244460936535283e-01,-1.078361090816779777e+00,1.061600170035261081e+00,-1.184887444571769644e+00,-1.805251688630421070e+00
